location,subject,time,value
Iceland,Education,1998,6.99217238
Iceland,Environment,1998,0.699779047
Iceland,Health,1998,7.360876715
Iceland,Housing InFrancestructure,1998,0.341174022
Iceland,Public Security,1998,1.428540162
Iceland,Public Services,1998,6.957920243
Iceland,Social protection,1998,7.711271701
Iceland,Culture & Religion,1999,2.935286927
Iceland,Defence,1999,0.013431958
Iceland,Economic Aaffairs,1999,6.541936288
Iceland,Education,1999,7.08392589
Iceland,Environment,1999,0.73724321
Iceland,Health,1999,8.086288285
Iceland,Housing InFrancestructure,1999,0.360167952
Iceland,Public Security,1999,1.479410087
Iceland,Public Services,1999,10.57581027
Iceland,Social protection,1999,7.579778631
Iceland,Culture & Religion,2000,3.084784856
Iceland,Defence,2000,0.019812241
Iceland,Economic Aaffairs,2000,6.591286614
Iceland,Education,2000,7.085544111
Iceland,Environment,2000,0.717610993
Iceland,Health,2000,7.760315959
Iceland,Housing InFrancestructure,2000,0.441760272
Iceland,Public Security,2000,1.481581616
Iceland,Public Services,2000,9.786555227
Iceland,Social protection,2000,7.856472554
Iceland,Culture & Religion,2001,2.879729807
Iceland,Defence,2001,0.024644865
Iceland,Economic Aaffairs,2001,6.944877378
Iceland,Education,2001,7.252634058
Iceland,Environment,2001,0.676858782
Iceland,Health,2001,7.642726425
Iceland,Housing InFrancestructure,2001,0.467120659
Iceland,Public Security,2001,1.433820854
Iceland,Public Services,2001,12.42321825
Iceland,Social protection,2001,7.673506331
Iceland,Culture & Religion,2002,3.198352986
Iceland,Defence,2002,0.027858433
Iceland,Economic Aaffairs,2002,6.397089983
Iceland,Education,2002,7.718359436
Iceland,Environment,2002,0.686129963
Iceland,Health,2002,8.267021292
Iceland,Housing InFrancestructure,2002,0.752583946
Iceland,Public Security,2002,1.395717442
Iceland,Public Services,2002,8.681838568
Iceland,Social protection,2002,8.332379435
Iceland,Culture & Religion,2003,3.513555468
Iceland,Defence,2003,0.039967712
Iceland,Economic Aaffairs,2003,6.491496153
Iceland,Education,2003,7.723084743
Iceland,Environment,2003,0.697166873
Iceland,Health,2003,8.498266271
Iceland,Housing InFrancestructure,2003,0.487776943
Iceland,Public Security,2003,1.4665918
Iceland,Public Services,2003,9.482544595
Iceland,Social protection,2003,9.391594412
Iceland,Culture & Religion,2004,3.544568047
Iceland,Defence,2004,0.0423517
Iceland,Economic Aaffairs,2004,6.266006135
Iceland,Education,2004,7.6282101
Iceland,Environment,2004,0.696835352
Iceland,Health,2004,8.125701145
Iceland,Housing InFrancestructure,2004,0.47981625
Iceland,Public Security,2004,1.423746296
Iceland,Public Services,2004,9.375005714
Iceland,Social protection,2004,9.104069834
Iceland,Culture & Religion,2005,3.287236752
Iceland,Defence,2005,0.033962729
Iceland,Economic Aaffairs,2005,6.051279409
Iceland,Education,2005,7.801784896
Iceland,Environment,2005,0.659709208
Iceland,Health,2005,7.842857855
Iceland,Housing InFrancestructure,2005,0.453127184
Iceland,Public Security,2005,1.426206604
Iceland,Public Services,2005,8.895453718
Iceland,Social protection,2005,8.547040159
Iceland,Culture & Religion,2006,3.473518992
Iceland,Defence,2006,0.062787788
Iceland,Economic Aaffairs,2006,5.877321231
Iceland,Education,2006,7.668649646
Iceland,Environment,2006,0.627888487
Iceland,Health,2006,7.585552913
Iceland,Housing InFrancestructure,2006,0.678489113
Iceland,Public Security,2006,1.404216736
Iceland,Public Services,2006,9.500835811
Iceland,Social protection,2006,7.959159016
Iceland,Culture & Religion,2007,3.626682635
Iceland,Defence,2007,0.058367589
Iceland,Economic Aaffairs,2007,5.70508518
Iceland,Education,2007,7.436837473
Iceland,Environment,2007,0.599817046
Iceland,Health,2007,7.474091846
Iceland,Housing InFrancestructure,2007,0.435262596
Iceland,Public Security,2007,1.372953091
Iceland,Public Services,2007,9.972848028
Iceland,Social protection,2007,8.065121994
Iceland,Culture & Religion,2008,3.649006846
Iceland,Defence,2008,0.055832031
Iceland,Economic Aaffairs,2008,18.29765984
Iceland,Education,2008,7.518938104
Iceland,Environment,2008,0.622721029
Iceland,Health,2008,7.409472044
Iceland,Housing InFrancestructure,2008,0.478208342
Iceland,Public Security,2008,1.310223369
Iceland,Public Services,2008,15.21031498
Iceland,Social protection,2008,8.833650582
Iceland,Culture & Religion,2009,3.581984269
Iceland,Defence,2009,0.04010168
Iceland,Economic Aaffairs,2009,5.921388286
Iceland,Education,2009,7.567920054
Iceland,Environment,2009,0.624659243
Iceland,Health,2009,7.713557874
Iceland,Housing InFrancestructure,2009,0.466067586
Iceland,Public Security,2009,1.498639877
Iceland,Public Services,2009,15.45194619
Iceland,Social protection,2009,10.71100548
Iceland,Culture & Religion,2010,3.437930793
Iceland,Defence,2010,0.044467859
Iceland,Economic Aaffairs,2010,6.561615667
Iceland,Education,2010,7.182636209
Iceland,Environment,2010,0.596159256
Iceland,Health,2010,7.229904837
Iceland,Housing InFrancestructure,2010,0.381886154
Iceland,Public Security,2010,1.220771184
Iceland,Public Services,2010,11.76474299
Iceland,Social protection,2010,10.37570317
Iceland,Culture & Religion,2011,4.574316907
Iceland,Defence,2011,0.037119931
Iceland,Economic Aaffairs,2011,5.56888426
Iceland,Education,2011,7.128188215
Iceland,Environment,2011,0.564531505
Iceland,Health,2011,7.038332
Iceland,Housing InFrancestructure,2011,0.694316136
Iceland,Public Security,2011,1.607613633
Iceland,Public Services,2011,12.53384382
Iceland,Social protection,2011,10.78860026
Iceland,Culture & Religion,2012,3.028984888
Iceland,Defence,2012,0.018606519
Iceland,Economic Aaffairs,2012,4.705713421
Iceland,Education,2012,6.966834714
Iceland,Environment,2012,0.578572668
Iceland,Health,2012,7.108317856
Iceland,Housing InFrancestructure,2012,0.812190381
Iceland,Public Security,2012,1.388653205
Iceland,Public Services,2012,12.84830107
Iceland,Social protection,2012,10.27598559
Iceland,Culture & Religion,2013,3.164433433
Iceland,Defence,2013,0.026598032
Iceland,Economic Aaffairs,2013,4.732932637
Iceland,Education,2013,6.821183241
Iceland,Environment,2013,0.512424532
Iceland,Health,2013,7.085082502
Iceland,Housing InFrancestructure,2013,0.491437252
Iceland,Public Security,2013,1.380903943
Iceland,Public Services,2013,11.93725048
Iceland,Social protection,2013,9.814074034
Iceland,Culture & Religion,2014,2.989795228
Iceland,Defence,2014,0.019869537
Iceland,Economic Aaffairs,2014,6.176114584
Iceland,Education,2014,6.947001824
Iceland,Environment,2014,0.61637265
Iceland,Health,2014,7.231545772
Iceland,Housing InFrancestructure,2014,0.494689408
Iceland,Public Security,2014,1.450324282
Iceland,Public Services,2014,10.0963381
Iceland,Social protection,2014,9.805405993
Iceland,Culture & Religion,2015,3.122458364
Iceland,Defence,2015,0.016564483
Iceland,Economic Aaffairs,2015,4.973809641
Iceland,Education,2015,6.802650564
Iceland,Environment,2015,0.554508613
Iceland,Health,2015,7.136320745
Iceland,Housing InFrancestructure,2015,0.516754936
Iceland,Public Security,2015,1.499470895
Iceland,Public Services,2015,9.740897314
Iceland,Social protection,2015,9.110296282
Iceland,Culture & Religion,2016,2.954143733
Iceland,Defence,2016,0.019962542
Iceland,Economic Aaffairs,2016,4.880113645
Iceland,Education,2016,6.697418731
Iceland,Environment,2016,0.55296763
Iceland,Health,2016,7.29916794
Iceland,Housing InFrancestructure,2016,0.649716713
Iceland,Public Security,2016,1.341761324
Iceland,Public Services,2016,8.889884818
Iceland,Social protection,2016,13.15212859
Iceland,Culture & Religion,2017,2.990773055
Iceland,Defence,2017,0.057794226
Iceland,Economic Aaffairs,2017,4.628333417
Iceland,Education,2017,6.992641509
Iceland,Environment,2017,0.617724102
Iceland,Health,2017,7.493159041
Iceland,Housing InFrancestructure,2017,0.626313181
Iceland,Public Security,2017,1.464873
Iceland,Public Services,2017,9.862271143
Iceland,Social protection,2017,9.675360625
Iceland,Culture & Religion,2018,3.154649188
Iceland,Defence,2018,0.020746436
Iceland,Economic Aaffairs,2018,5.425902934
Iceland,Education,2018,6.995700071
Iceland,Environment,2018,0.665952019
Iceland,Health,2018,7.695270992
Iceland,Housing InFrancestructure,2018,0.637860084
Iceland,Public Security,2018,1.443828043
Iceland,Public Services,2018,7.974170335
Iceland,Social protection,2018,9.834269549
Iceland,Culture & Religion,2019,3.114672109
Iceland,Defence,2019,0.073376956
Iceland,Economic Aaffairs,2019,4.874568726
Iceland,Education,2019,6.997135127
Iceland,Environment,2019,0.637115447
Iceland,Health,2019,7.790809185
Iceland,Housing InFrancestructure,2019,0.601960957
Iceland,Public Security,2019,1.474275843
Iceland,Public Services,2019,7.358005564
Iceland,Social protection,2019,10.65554209
Iceland,Culture & Religion,2020,3.473741179
Iceland,Defence,2020,0.083763138
Iceland,Economic Aaffairs,2020,6.285923469
Iceland,Education,2020,8.119691027
Iceland,Environment,2020,0.804160094
Iceland,Health,2020,8.617301484
Iceland,Housing InFrancestructure,2020,0.661920131
Iceland,Public Security,2020,1.601284
Iceland,Public Services,2020,7.522539852
Iceland,Social protection,2020,13.97459496
Iceland,Culture & Religion,2021,3.266450711
Iceland,Defence,2021,0.082871665
Iceland,Economic Aaffairs,2021,5.994901977
Iceland,Education,2021,7.689295971
Iceland,Environment,2021,0.727292805
Iceland,Health,2021,8.940225677
Iceland,Housing InFrancestructure,2021,0.621360588
Iceland,Public Security,2021,1.649511201
Iceland,Public Services,2021,7.034809607
Iceland,Social protection,2021,13.23960918
Ireland,Culture & Religion,1995,0.559180137
Ireland,Defence,1995,0.840304208
Ireland,Economic Aaffairs,1995,3.831662275
Ireland,Education,1995,5.691803673
Ireland,Environment,1995,0.542653095
Ireland,Health,1995,5.457083154
Ireland,Housing InFrancestructure,1995,0.929385877
Ireland,Public Security,1995,1.802817216
Ireland,Public Services,1995,7.511567956
Ireland,Social protection,1995,13.18580366
Ireland,Culture & Religion,1996,0.543812517
Ireland,Defence,1996,0.783439831
Ireland,Economic Aaffairs,1996,4.08294152
Ireland,Education,1996,5.625082027
Ireland,Environment,1996,0.547786078
Ireland,Health,1996,5.185097483
Ireland,Housing InFrancestructure,1996,0.968202083
Ireland,Public Security,1996,1.779905734
Ireland,Public Services,1996,6.763083164
Ireland,Social protection,1996,12.27996464
Ireland,Culture & Religion,1997,0.51302055
Ireland,Defence,1997,0.671967008
Ireland,Economic Aaffairs,1997,3.781761448
Ireland,Education,1997,4.401812575
Ireland,Environment,1997,0.597889976
Ireland,Health,1997,5.12934096
Ireland,Housing InFrancestructure,1997,1.004701267
Ireland,Public Security,1997,1.709765911
Ireland,Public Services,1997,5.842258547
Ireland,Social protection,1997,12.4402008
Ireland,Culture & Religion,1998,0.517935826
Ireland,Defence,1998,0.616330951
Ireland,Economic Aaffairs,1998,3.399008253
Ireland,Education,1998,4.221392074
Ireland,Environment,1998,0.613235123
Ireland,Health,1998,5.01297924
Ireland,Housing InFrancestructure,1998,0.946167226
Ireland,Public Security,1998,1.737878723
Ireland,Public Services,1998,5.743408253
Ireland,Social protection,1998,11.36818038
Ireland,Culture & Religion,1999,0.497744775
Ireland,Defence,1999,0.553806533
Ireland,Economic Aaffairs,1999,3.296586516
Ireland,Education,1999,4.057903455
Ireland,Environment,1999,0.563786
Ireland,Health,1999,4.996221221
Ireland,Housing InFrancestructure,1999,0.887881583
Ireland,Public Security,1999,1.557055496
Ireland,Public Services,1999,4.630214032
Ireland,Social protection,1999,11.46703262
Ireland,Culture & Religion,2000,0.560365349
Ireland,Defence,2000,0.51412371
Ireland,Economic Aaffairs,2000,3.633079436
Ireland,Education,2000,3.955139506
Ireland,Environment,2000,0.742096744
Ireland,Health,2000,4.86832202
Ireland,Housing InFrancestructure,2000,1.079659791
Ireland,Public Security,2000,1.495428999
Ireland,Public Services,2000,4.165793815
Ireland,Social protection,2000,9.553843475
Ireland,Culture & Religion,2001,0.629965767
Ireland,Defence,2001,0.520193544
Ireland,Economic Aaffairs,2001,3.955969107
Ireland,Education,2001,4.09595695
Ireland,Environment,2001,0.815256561
Ireland,Health,2001,5.235017815
Ireland,Housing InFrancestructure,2001,1.302023718
Ireland,Public Security,2001,1.525614386
Ireland,Public Services,2001,3.79306359
Ireland,Social protection,2001,10.29993046
Ireland,Culture & Religion,2002,0.653820557
Ireland,Defence,2002,0.446640369
Ireland,Economic Aaffairs,2002,3.77968548
Ireland,Education,2002,3.992954013
Ireland,Environment,2002,0.797080481
Ireland,Health,2002,5.880796717
Ireland,Housing InFrancestructure,2002,1.293089383
Ireland,Public Security,2002,1.45059221
Ireland,Public Services,2002,3.710073936
Ireland,Social protection,2002,10.87511429
Ireland,Culture & Religion,2003,0.55901905
Ireland,Defence,2003,0.418975779
Ireland,Economic Aaffairs,2003,3.594730166
Ireland,Education,2003,4.10602858
Ireland,Environment,2003,0.806655284
Ireland,Health,2003,6.099812816
Ireland,Housing InFrancestructure,2003,1.074638218
Ireland,Public Security,2003,1.427875335
Ireland,Public Services,2003,3.64501303
Ireland,Social protection,2003,10.93202349
Ireland,Culture & Religion,2004,0.572352704
Ireland,Defence,2004,0.44002222
Ireland,Economic Aaffairs,2004,3.290624875
Ireland,Education,2004,4.104952043
Ireland,Environment,2004,0.883327423
Ireland,Health,2004,6.402823102
Ireland,Housing InFrancestructure,2004,1.027708314
Ireland,Public Security,2004,1.439098819
Ireland,Public Services,2004,3.710834
Ireland,Social protection,2004,10.94981323
Ireland,Culture & Religion,2005,0.572050088
Ireland,Defence,2005,0.380624926
Ireland,Economic Aaffairs,2005,3.148594826
Ireland,Education,2005,4.106296065
Ireland,Environment,2005,0.877017421
Ireland,Health,2005,5.997542132
Ireland,Housing InFrancestructure,2005,1.102874567
Ireland,Public Security,2005,1.385476376
Ireland,Public Services,2005,3.655562355
Ireland,Social protection,2005,11.79572049
Ireland,Culture & Religion,2006,0.607215452
Ireland,Defence,2006,0.370730007
Ireland,Economic Aaffairs,2006,3.525433949
Ireland,Education,2006,4.011848764
Ireland,Environment,2006,0.940663716
Ireland,Health,2006,5.932756276
Ireland,Housing InFrancestructure,2006,1.272776239
Ireland,Public Security,2006,1.430874844
Ireland,Public Services,2006,3.448582939
Ireland,Social protection,2006,12.02175086
Ireland,Culture & Religion,2007,0.677431416
Ireland,Defence,2007,0.37811046
Ireland,Economic Aaffairs,2007,3.605953103
Ireland,Education,2007,4.326141031
Ireland,Environment,2007,1.012729546
Ireland,Health,2007,6.231256729
Ireland,Housing InFrancestructure,2007,1.707743601
Ireland,Public Security,2007,1.516313573
Ireland,Public Services,2007,3.381910198
Ireland,Social protection,2007,12.80276416
Ireland,Culture & Religion,2008,0.820079848
Ireland,Defence,2008,0.443948504
Ireland,Economic Aaffairs,2008,5.26961385
Ireland,Education,2008,4.706818457
Ireland,Environment,2008,1.070150619
Ireland,Health,2008,6.920335103
Ireland,Housing InFrancestructure,2008,1.633261044
Ireland,Public Security,2008,1.73832665
Ireland,Public Services,2008,3.821025217
Ireland,Social protection,2008,15.13374551
Ireland,Culture & Religion,2009,0.943961012
Ireland,Defence,2009,0.417072437
Ireland,Economic Aaffairs,2009,6.471436147
Ireland,Education,2009,4.777733424
Ireland,Environment,2009,1.053281631
Ireland,Health,2009,7.878234185
Ireland,Housing InFrancestructure,2009,1.2855673
Ireland,Public Security,2009,1.748115274
Ireland,Public Services,2009,4.58841031
Ireland,Social protection,2009,17.71011136
Ireland,Culture & Religion,2010,0.865898743
Ireland,Defence,2010,0.355902401
Ireland,Economic Aaffairs,2010,25.07156928
Ireland,Education,2010,4.623373811
Ireland,Environment,2010,0.956524667
Ireland,Health,2010,7.47040185
Ireland,Housing InFrancestructure,2010,1.198956481
Ireland,Public Security,2010,1.674865049
Ireland,Public Services,2010,5.189711161
Ireland,Social protection,2010,17.48729658
Ireland,Culture & Religion,2011,0.88595559
Ireland,Defence,2011,0.434684402
Ireland,Economic Aaffairs,2011,7.594472918
Ireland,Education,2011,5.281553121
Ireland,Environment,2011,0.749472522
Ireland,Health,2011,7.961535608
Ireland,Housing InFrancestructure,2011,0.847643022
Ireland,Public Security,2011,1.688983065
Ireland,Public Services,2011,5.848827061
Ireland,Social protection,2011,15.9146556
Ireland,Culture & Religion,2012,0.830140745
Ireland,Defence,2012,0.405231228
Ireland,Economic Aaffairs,2012,3.252476555
Ireland,Education,2012,5.08453787
Ireland,Environment,2012,0.718645656
Ireland,Health,2012,7.705317359
Ireland,Housing InFrancestructure,2012,0.741188941
Ireland,Public Security,2012,1.546201058
Ireland,Public Services,2012,6.538157369
Ireland,Social protection,2012,15.79114253
Ireland,Culture & Religion,2013,0.80602111
Ireland,Defence,2013,0.385390626
Ireland,Economic Aaffairs,2013,3.130674833
Ireland,Education,2013,4.82861351
Ireland,Environment,2013,0.58069351
Ireland,Health,2013,7.324597197
Ireland,Housing InFrancestructure,2013,0.67409754
Ireland,Public Security,2013,1.474474026
Ireland,Public Services,2013,6.458186416
Ireland,Social protection,2013,14.9819093
Ireland,Culture & Religion,2014,0.757825209
Ireland,Defence,2014,0.389042043
Ireland,Economic Aaffairs,2014,3.047860933
Ireland,Education,2014,4.545779719
Ireland,Environment,2014,0.57820674
Ireland,Health,2014,6.726923983
Ireland,Housing InFrancestructure,2014,0.731570524
Ireland,Public Security,2014,1.360547235
Ireland,Public Services,2014,5.865655725
Ireland,Social protection,2014,13.50365104
Ireland,Culture & Religion,2015,0.588018908
Ireland,Defence,2015,0.298572903
Ireland,Economic Aaffairs,2015,3.090701643
Ireland,Education,2015,3.456240552
Ireland,Environment,2015,0.45323303
Ireland,Health,2015,5.184586628
Ireland,Housing InFrancestructure,2015,0.56888468
Ireland,Public Security,2015,1.06001426
Ireland,Public Services,2015,4.156533589
Ireland,Social protection,2015,10.14314117
Ireland,Culture & Religion,2016,0.608720353
Ireland,Defence,2016,0.3048922
Ireland,Economic Aaffairs,2016,2.488625071
Ireland,Education,2016,3.453078325
Ireland,Environment,2016,0.454340801
Ireland,Health,2016,5.230541607
Ireland,Housing InFrancestructure,2016,0.535156494
Ireland,Public Security,2016,1.081346455
Ireland,Public Services,2016,4.035342086
Ireland,Social protection,2016,9.940493417
Ireland,Culture & Religion,2017,0.543653633
Ireland,Defence,2017,0.269183851
Ireland,Economic Aaffairs,2017,2.218931936
Ireland,Education,2017,3.290485252
Ireland,Environment,2017,0.409780232
Ireland,Health,2017,4.965338135
Ireland,Housing InFrancestructure,2017,0.492934825
Ireland,Public Security,2017,1.022107419
Ireland,Public Services,2017,3.525846515
Ireland,Social protection,2017,9.350449891
Ireland,Culture & Religion,2018,0.555549844
Ireland,Defence,2018,0.285651141
Ireland,Economic Aaffairs,2018,2.357765631
Ireland,Education,2018,3.1543174
Ireland,Environment,2018,0.395331846
Ireland,Health,2018,4.832376608
Ireland,Housing InFrancestructure,2018,0.572004698
Ireland,Public Security,2018,0.995405692
Ireland,Public Services,2018,3.314385753
Ireland,Social protection,2018,8.821802299
Ireland,Culture & Religion,2019,0.529779955
Ireland,Defence,2019,0.236459249
Ireland,Economic Aaffairs,2019,2.120609898
Ireland,Education,2019,3.207490696
Ireland,Environment,2019,0.379860234
Ireland,Health,2019,4.785210206
Ireland,Housing InFrancestructure,2019,0.617433534
Ireland,Public Security,2019,0.947649785
Ireland,Public Services,2019,2.768069469
Ireland,Social protection,2019,8.683723481
Ireland,Culture & Religion,2020,0.512610741
Ireland,Defence,2020,0.243070181
Ireland,Economic Aaffairs,2020,3.317511439
Ireland,Education,2020,3.227048996
Ireland,Environment,2020,0.381980372
Ireland,Health,2020,5.501971849
Ireland,Housing InFrancestructure,2020,0.670297764
Ireland,Public Security,2020,0.937615803
Ireland,Public Services,2020,2.505353449
Ireland,Social protection,2020,9.871798732
Ireland,Culture & Religion,2021,0.450197242
Ireland,Defence,2021,0.203547937
Ireland,Economic Aaffairs,2021,3.069843109
Ireland,Education,2021,2.931040528
Ireland,Environment,2021,0.341753839
Ireland,Health,2021,5.168621061
Ireland,Housing InFrancestructure,2021,0.565697116
Ireland,Public Security,2021,0.818020625
Ireland,Public Services,2021,2.255923207
Ireland,Social protection,2021,8.572604024
Italy,Culture & Religion,1995,0.680753483
Italy,Culture & Religion,1995,0.680753483
Italy,Defence,1995,1.254043539
Italy,Defence,1995,1.254043539
Italy,Economic Aaffairs,1995,4.344841432
Italy,Economic Aaffairs,1995,4.344841432
Italy,Education,1995,4.358795487
Italy,Education,1995,4.358795487
Italy,Environment,1995,0.59499524
Italy,Environment,1995,0.59499524
Italy,Health,1995,5.131530376
Italy,Health,1995,5.131530376
Italy,Housing InFrancestructure,1995,0.682058829
Italy,Housing InFrancestructure,1995,0.682058829
Italy,Public Security,1995,1.914609683
Italy,Public Security,1995,1.914609683
Italy,Public Services,1995,15.14313481
Italy,Public Services,1995,15.14313481
Italy,Social protection,1995,17.5140087
Italy,Social protection,1995,17.5140087
Italy,Culture & Religion,1996,0.757080666
Italy,Culture & Religion,1996,0.757080666
Italy,Defence,1996,1.208368858
Italy,Defence,1996,1.208368858
Italy,Economic Aaffairs,1996,4.27505183
Italy,Economic Aaffairs,1996,4.27505183
Italy,Education,1996,4.490049315
Italy,Education,1996,4.490049315
Italy,Environment,1996,0.609634423
Italy,Environment,1996,0.609634423
Italy,Health,1996,5.205509236
Italy,Health,1996,5.205509236
Italy,Housing InFrancestructure,1996,0.700285991
Italy,Housing InFrancestructure,1996,0.700285991
Italy,Public Security,1996,2.005597813
Italy,Public Security,1996,2.005597813
Italy,Public Services,1996,15.38523761
Italy,Public Services,1996,15.38523761
Italy,Social protection,1996,16.85233777
Italy,Social protection,1996,16.85233777
Italy,Culture & Religion,1997,0.774069071
Italy,Culture & Religion,1997,0.774069071
Italy,Defence,1997,1.179467561
Italy,Defence,1997,1.179467561
Italy,Economic Aaffairs,1997,3.715734769
Italy,Economic Aaffairs,1997,3.715734769
Italy,Education,1997,4.462862106
Italy,Education,1997,4.462862106
Italy,Environment,1997,0.653449197
Italy,Environment,1997,0.653449197
Italy,Health,1997,5.397867529
Italy,Health,1997,5.397867529
Italy,Housing InFrancestructure,1997,0.739858652
Italy,Housing InFrancestructure,1997,0.739858652
Italy,Public Security,1997,1.97728344
Italy,Public Security,1997,1.97728344
Italy,Public Services,1997,13.33144384
Italy,Public Services,1997,13.33144384
Italy,Social protection,1997,17.25982881
Italy,Social protection,1997,17.25982881
Italy,Culture & Religion,1998,0.762554637
Italy,Culture & Religion,1998,0.762554637
Italy,Defence,1998,1.082577509
Italy,Defence,1998,1.082577509
Italy,Economic Aaffairs,1998,3.871173891
Italy,Economic Aaffairs,1998,3.871173891
Italy,Education,1998,4.438234119
Italy,Education,1998,4.438234119
Italy,Environment,1998,0.706761811
Italy,Environment,1998,0.706761811
Italy,Health,1998,5.407180064
Italy,Health,1998,5.407180064
Italy,Housing InFrancestructure,1998,0.74385166
Italy,Housing InFrancestructure,1998,0.74385166
Italy,Public Security,1998,2.009560295
Italy,Public Security,1998,2.009560295
Italy,Public Services,1998,12.1691406
Italy,Public Services,1998,12.1691406
Italy,Social protection,1998,16.9591224
Italy,Social protection,1998,16.9591224
Italy,Culture & Religion,1999,0.79981313
Italy,Culture & Religion,1999,0.79981313
Italy,Defence,1999,1.074501585
Italy,Defence,1999,1.074501585
Italy,Economic Aaffairs,1999,3.88840739
Italy,Economic Aaffairs,1999,3.88840739
Italy,Education,1999,4.43145319
Italy,Education,1999,4.43145319
Italy,Environment,1999,0.732928023
Italy,Environment,1999,0.732928023
Italy,Health,1999,5.506533424
Italy,Health,1999,5.506533424
Italy,Housing InFrancestructure,1999,0.698311151
Italy,Housing InFrancestructure,1999,0.698311151
Italy,Public Security,1999,1.983237026
Italy,Public Security,1999,1.983237026
Italy,Public Services,1999,10.90167677
Italy,Public Services,1999,10.90167677
Italy,Social protection,1999,17.1969609
Italy,Social protection,1999,17.1969609
Italy,Culture & Religion,2000,0.72100741
Italy,Culture & Religion,2000,0.72100741
Italy,Defence,2000,1.117910253
Italy,Defence,2000,1.117910253
Italy,Economic Aaffairs,2000,3.777431551
Italy,Economic Aaffairs,2000,3.777431551
Italy,Education,2000,4.336241694
Italy,Education,2000,4.336241694
Italy,Environment,2000,0.766161995
Italy,Environment,2000,0.766161995
Italy,Health,2000,5.822734504
Italy,Health,2000,5.822734504
Italy,Housing InFrancestructure,2000,0.666952393
Italy,Housing InFrancestructure,2000,0.666952393
Italy,Public Security,2000,1.979117575
Italy,Public Security,2000,1.979117575
Italy,Public Services,2000,10.56581853
Italy,Public Services,2000,10.56581853
Italy,Social protection,2000,16.78226622
Italy,Social protection,2000,16.78226622
Italy,Culture & Religion,2001,0.732147118
Italy,Culture & Religion,2001,0.732147118
Italy,Defence,2001,1.168972457
Italy,Defence,2001,1.168972457
Italy,Economic Aaffairs,2001,4.407658767
Italy,Economic Aaffairs,2001,4.407658767
Italy,Education,2001,4.417281991
Italy,Education,2001,4.417281991
Italy,Environment,2001,0.741179913
Italy,Environment,2001,0.741179913
Italy,Health,2001,6.131795376
Italy,Health,2001,6.131795376
Italy,Housing InFrancestructure,2001,0.672667162
Italy,Housing InFrancestructure,2001,0.672667162
Italy,Public Security,2001,1.832553149
Italy,Public Security,2001,1.832553149
Italy,Public Services,2001,10.65003303
Italy,Public Services,2001,10.65003303
Italy,Social protection,2001,16.58522327
Italy,Social protection,2001,16.58522327
Italy,Culture & Religion,2002,0.710160103
Italy,Culture & Religion,2002,0.710160103
Italy,Defence,2002,1.146224624
Italy,Defence,2002,1.146224624
Italy,Economic Aaffairs,2002,4.350565658
Italy,Economic Aaffairs,2002,4.350565658
Italy,Education,2002,4.438756153
Italy,Education,2002,4.438756153
Italy,Environment,2002,0.779332023
Italy,Environment,2002,0.779332023
Italy,Health,2002,6.247246361
Italy,Health,2002,6.247246361
Italy,Housing InFrancestructure,2002,0.671012056
Italy,Housing InFrancestructure,2002,0.671012056
Italy,Public Security,2002,1.898302614
Italy,Public Security,2002,1.898302614
Italy,Public Services,2002,10.21485583
Italy,Public Services,2002,10.21485583
Italy,Social protection,2002,16.24332933
Italy,Social protection,2002,16.24332933
Italy,Culture & Religion,2003,0.722603365
Italy,Culture & Religion,2003,0.722603365
Italy,Defence,2003,1.251386326
Italy,Defence,2003,1.251386326
Italy,Economic Aaffairs,2003,4.19443502
Italy,Economic Aaffairs,2003,4.19443502
Italy,Education,2003,4.544669752
Italy,Education,2003,4.544669752
Italy,Environment,2003,0.764254103
Italy,Environment,2003,0.764254103
Italy,Health,2003,6.252701311
Italy,Health,2003,6.252701311
Italy,Housing InFrancestructure,2003,0.658367016
Italy,Housing InFrancestructure,2003,0.658367016
Italy,Public Security,2003,1.966884186
Italy,Public Security,2003,1.966884186
Italy,Public Services,2003,9.76164507
Italy,Public Services,2003,9.76164507
Italy,Social protection,2003,17.05751487
Italy,Social protection,2003,17.05751487
Italy,Culture & Religion,2004,0.761561337
Italy,Culture & Religion,2004,0.761561337
Italy,Defence,2004,1.275615068
Italy,Defence,2004,1.275615068
Italy,Economic Aaffairs,2004,4.035821331
Italy,Economic Aaffairs,2004,4.035821331
Italy,Education,2004,4.320469539
Italy,Education,2004,4.320469539
Italy,Environment,2004,0.75362231
Italy,Environment,2004,0.75362231
Italy,Health,2004,6.583195565
Italy,Health,2004,6.583195565
Italy,Housing InFrancestructure,2004,0.671388311
Italy,Housing InFrancestructure,2004,0.671388311
Italy,Public Security,2004,1.893454537
Italy,Public Security,2004,1.893454537
Italy,Public Services,2004,9.469544914
Italy,Public Services,2004,9.469544914
Italy,Social protection,2004,17.11497267
Italy,Social protection,2004,17.11497267
Italy,Culture & Religion,2005,0.737643252
Italy,Culture & Religion,2005,0.737643252
Italy,Defence,2005,1.264431819
Italy,Defence,2005,1.264431819
Italy,Economic Aaffairs,2005,4.127547066
Italy,Economic Aaffairs,2005,4.127547066
Italy,Education,2005,4.443762142
Italy,Education,2005,4.443762142
Italy,Environment,2005,0.751187388
Italy,Environment,2005,0.751187388
